# time (s)	h_+ (strain)	h_x (strain)
-0.478515625	-2.819670578302640626e-26	1.994219339830699207e-26
-0.478454590	-2.908511162217034281e-26	2.004208672544746507e-26
-0.478393555	-2.998695847661129166e-26	2.012760519459759458e-26
-0.478332520	-3.090204717877265989e-26	2.019832864111678190e-26
-0.478271485	-3.183016784837493305e-26	2.025384038504326270e-26
-0.478210450	-3.277110004845231916e-26	2.029372749587128512e-26
-0.478149414	-3.372461290438349037e-26	2.031758107621295200e-26
-0.478088379	-3.469046526439403500e-26	2.032499661546848003e-26
-0.478027344	-3.566840585934153672e-26	2.031557422487197184e-26
-0.477966309	-3.665817348794480858e-26	2.028891886196876775e-26
-0.477905274	-3.765949719775923226e-26	2.024464069344513342e-26
-0.477844239	-3.867209646310204538e-26	2.018235526082802999e-26
-0.477783204	-3.969568143681903848e-26	2.010168371672427112e-26
-0.477722168	-4.072995310807637919e-26	2.000225308681479576e-26
-0.477661133	-4.177460356783627678e-26	1.988369645654310509e-26
-0.477600098	-4.282931620507752459e-26	1.974565316569513802e-26
-0.477539063	-4.389376595495768258e-26	1.958776895117986310e-26
-0.477478028	-4.496761953323560773e-26	1.940969619746367500e-26
-0.477416993	-4.605053566080786464e-26	1.921109398876972205e-26
-0.477355957	-4.714216534171963683e-26	1.899162833179223173e-26
-0.477294922	-4.824215203442179851e-26	1.875097217302093836e-26
-0.477233887	-4.935013198300919728e-26	1.848880566692885075e-26
-0.477172852	-5.046573437761720278e-26	1.820481607598640459e-26
-0.477111817	-5.158858165400991874e-26	1.789869798952365613e-26
-0.477050782	-5.271828967329698000e-26	1.757015330922747428e-26
-0.476989746	-5.385446799791055435e-26	1.721889138683765745e-26
-0.476928711	-5.499672009457782585e-26	1.684462891541255240e-26
-0.476867676	-5.614464354690985411e-26	1.644709011225355598e-26
-0.476806641	-5.729783027743295367e-26	1.602600668988357731e-26
-0.476745606	-5.845586675700744358e-26	1.558111767831227477e-26
-0.476684571	-5.961833416787399448e-26	1.511216978878995311e-26
-0.476623536	-6.078480861125415016e-26	1.461891696114362431e-26
-0.476562500	-6.195486130224519024e-26	1.410112067079381026e-26
-0.476501465	-6.312805866584663101e-26	1.355854975800297953e-26
-0.476440430	-6.430396256410658934e-26	1.299098039652539997e-26
-0.476379395	-6.548213036761953905e-26	1.239819602100367437e-26
-0.476318360	-6.666211511444593812e-26	1.177998731814375390e-26
-0.476257325	-6.784346563942009698e-26	1.113615222829186840e-26
-0.476196289	-6.902572662958170516e-26	1.046649570464657776e-26
-0.476135254	-7.020843874885772764e-26	9.770829849490190098e-27
-0.476074219	-7.139113866544140162e-26	9.048973735860011019e-27
-0.476013184	-7.257335918144293826e-26	8.300753448362572163e-27
-0.475952149	-7.375462919035856440e-26	7.526001904029186120e-27
-0.475891114	-7.493447381260821247e-26	6.724558913510365710e-27
-0.475830079	-7.611241431584258253e-26	5.896271047824918973e-27
-0.475769043	-7.728796816725237683e-26	5.040991733364942289e-27
-0.475708008	-7.846064907692073815e-26	4.158581033256411662e-27
-0.475646973	-7.962996691659359395e-26	3.248905728480559425e-27
-0.475585938	-8.079542767280897733e-26	2.311839400652518254e-27
-0.475524903	-8.195653355842436090e-26	1.347262197549020734e-27
-0.475463868	-8.311278274939201797e-26	3.550609957120046110e-28
-0.475402832	-8.426366956602805749e-26	-6.648705570441600046e-28
-0.475341797	-8.540868424543545496e-26	-1.712632074166818692e-27
-0.475280762	-8.654731292405349444e-26	-2.788316477669622256e-27
-0.475219727	-8.767903766947595549e-26	-3.892009684360782570e-27
-0.475158692	-8.880333623236796657e-26	-5.023790786091611769e-27
-0.475097657	-8.991968214335725194e-26	-6.183731794347123091e-27
-0.475036621	-9.102754454667774633e-26	-7.371897598359622876e-27
-0.474975586	-9.212638812974770291e-26	-8.588345891792748733e-27
-0.474914551	-9.321567311218139244e-26	-9.833126888718396778e-27
-0.474853516	-9.429485513453617389e-26	-1.110628331536134764e-26
-0.474792481	-9.536338518711919561e-26	-1.240785017854773104e-26
-0.474731446	-9.642070961562515352e-26	-1.373785455755344954e-26
-0.474670411	-9.746626998890498895e-26	-1.509631545035433168e-26
-0.474609375	-9.849950317251159959e-26	-1.648324350173645680e-26
-0.474548340	-9.951984116876743902e-26	-1.789864075642344905e-26
-0.474487305	-1.005267112598370451e-25	-1.934250055893470890e-26
-0.474426270	-1.015195358328388155e-25	-2.081480707207035413e-26
-0.474365235	-1.024977325603419246e-25	-2.231553524343531314e-26
-0.474304200	-1.034607142909248831e-25	-2.384465018126927638e-26
-0.474243164	-1.044078892179550495e-25	-2.540210722843059453e-26
-0.474182129	-1.053386608306348456e-25	-2.698785151054033676e-26
-0.474121094	-1.062524281130489847e-25	-2.860181743942774005e-26
-0.474060059	-1.071485855286830729e-25	-3.024392870836615096e-26
-0.473999024	-1.080265232946484874e-25	-3.191409764103682977e-26
-0.473937989	-1.088856273360473901e-25	-3.361222523829820009e-26
-0.473876954	-1.097252795968413229e-25	-3.533820039666618414e-26
-0.473815918	-1.105448582981780763e-25	-3.709189992471586158e-26
-0.473754883	-1.113437378838331164e-25	-3.887318803423870387e-26
-0.473693848	-1.121212896397633182e-25	-4.068191607090213335e-26
-0.473632813	-1.128768815622452447e-25	-4.251792211932999920e-26
-0.473571778	-1.136098789184697106e-25	-4.438103074980787546e-26
-0.473510743	-1.143196445057438436e-25	-4.627105261065596669e-26
-0.473449707	-1.150055389813789942e-25	-4.818778417902962054e-26
-0.473388672	-1.156669210507238229e-25	-5.013100749052119452e-26
-0.473327637	-1.163031482154733047e-25	-5.210048975444936172e-26
-0.473266602	-1.169135768197178254e-25	-5.409598314834656672e-26
-0.473205567	-1.174975626886577480e-25	-5.611722456243384042e-26
-0.473144532	-1.180544614991940096e-25	-5.816393524528264125e-26
-0.473083496	-1.185836293072809456e-25	-6.023582082852634078e-26
-0.473022461	-1.190844228456275576e-25	-6.233257083008453319e-26
-0.472961426	-1.195562004448591974e-25	-6.445385865130761713e-26
-0.472900391	-1.199983220579783419e-25	-6.659934146821481226e-26
-0.472839356	-1.204101501700879133e-25	-6.876865986343101348e-26
-0.472778321	-1.207910501151419613e-25	-7.096143800798965403e-26
-0.472717286	-1.211403908377616952e-25	-7.317728337470691297e-26
-0.472656250	-1.214575452913020436e-25	-7.541578676035347858e-26
-0.472595215	-1.217418911777508700e-25	-7.767652233569427538e-26
-0.472534180	-1.219928113722668851e-25	-7.995904751969264911e-26
-0.472473145	-1.222096946376806989e-25	-8.226290304231092287e-26
-0.472412110	-1.223919362838535490e-25	-8.458761320527018269e-26
-0.472351075	-1.225389384648820137e-25	-8.693268571429273514e-26
-0.472290039	-1.226501111346086972e-25	-8.929761205583187223e-26
-0.472229004	-1.227248725356515501e-25	-9.168186730025031155e-26
-0.472167969	-1.227626494892659449e-25	-9.408491087929319307e-26
-0.472106934	-1.227628785609509840e-25	-9.650618623871901773e-26
-0.472045899	-1.227250060217744732e-25	-9.894512137769789072e-26
-0.471984864	-1.226484887736149941e-25	-1.014011292259183745e-25
-0.471923829	-1.225327948074013543e-25	-1.038736077090323329e-25
-0.471862793	-1.223774037077094940e-25	-1.063619402806791521e-25
-0.471801758	-1.221818072230195909e-25	-1.088654963152364136e-25
-0.471740723	-1.219455095668552137e-25	-1.113836312818114029e-25
-0.471679688	-1.216680283261785168e-25	-1.139156875589620782e-25
-0.471618653	-1.213488940615813549e-25	-1.164609945194301702e-25
-0.471557618	-1.209876520650109622e-25	-1.190188692102366855e-25
-0.471496582	-1.205838611563497592e-25	-1.215886168589139909e-25
-0.471435547	-1.201370953379031490e-25	-1.241695312640134158e-25
-0.471374512	-1.196469435488796600e-25	-1.267608955195869414e-25
-0.471313477	-1.191130100740688911e-25	-1.293619823180539857e-25
-0.471252442	-1.185349146457065923e-25	-1.319720547654734083e-25
-0.471191407	-1.179122930808621392e-25	-1.345903668094186558e-25
-0.471130371	-1.172447971190584074e-25	-1.372161639197291319e-25
-0.471069336	-1.165320946166684386e-25	-1.398486835736081094e-25
-0.471008301	-1.157738701413106108e-25	-1.424871559145347463e-25
-0.470947266	-1.149698243394886969e-25	-1.451308044138579752e-25
-0.470886231	-1.141196745305030388e-25	-1.477788463297363821e-25
-0.470825196	-1.132231548127938711e-25	-1.504304933928083321e-25
-0.470764161	-1.122800154929455825e-25	-1.530849525193582384e-25
-0.470703125	-1.112900234924562966e-25	-1.557414260077798957e-25
-0.470642090	-1.102529623932687860e-25	-1.583991125933768559e-25
-0.470581055	-1.091686319849553084e-25	-1.610572077503536084e-25
-0.470520020	-1.080368481476178443e-25	-1.637149041477320510e-25
-0.470458985	-1.068574430599398064e-25	-1.663713924647237335e-25
-0.470397950	-1.056302644173275994e-25	-1.690258616369487435e-25
-0.470336914	-1.043551759799424787e-25	-1.716774994825367827e-25
-0.470275879	-1.030320563332300465e-25	-1.743254932175382777e-25
-0.470214844	-1.016607997627284503e-25	-1.769690296628786086e-25
-0.470153809	-1.002413147396815369e-25	-1.796072959951574406e-25
-0.470092774	-9.877352475969863731e-26	-1.822394797366654016e-25
-0.470031739	-9.725736699480690629e-26	-1.848647695783990134e-25
-0.469970704	-9.569279264732840977e-26	-1.874823552788976021e-25
-0.469909668	-9.407976636762162403e-26	-1.900914281234629541e-25
-0.469848633	-9.241826562052777092e-26	-1.926911813740219455e-25
-0.469787598	-9.070828061976810822e-26	-1.952808100560084064e-25
-0.469726563	-8.894981377828399949e-26	-1.978595116143442071e-25
-0.469665528	-8.714287944561238583e-26	-2.004264857103357378e-25
-0.469604493	-8.528750332326784756e-26	-2.029809345124014184e-25
-0.469543457	-8.338372194219361456e-26	-2.055220628180676704e-25
-0.469482422	-8.143158291189608011e-26	-2.080490778760060752e-25
-0.469421387	-7.943114367431392689e-26	-2.105611897094869448e-25
-0.469360352	-7.738247162105759430e-26	-2.130576108341141548e-25
-0.469299317	-7.528564380088678610e-26	-2.155375562726640153e-25
-0.469238282	-7.314074616338918575e-26	-2.180002435333379594e-25
-0.469177246	-7.094787359246417199e-26	-2.204448923816905584e-25
-0.469116211	-6.870712947623074166e-26	-2.228707247717473892e-25
-0.469055176	-6.641862529005491381e-26	-2.252769645452118258e-25
-0.468994141	-6.408248053288861764e-26	-2.276628374371219219e-25
-0.468933106	-6.169882229583222527e-26	-2.300275705228508947e-25
-0.468872071	-5.926778527750715954e-26	-2.323703922193148995e-25
-0.468811036	-5.678951116025704152e-26	-2.346905319381835533e-25
-0.468750000	-5.426414920773591176e-26	-2.369872196071626615e-25
-0.468688965	-5.169185555828677224e-26	-2.392596856495322593e-25
-0.468627930	-4.907279299242862012e-26	-2.415071603741648687e-25
-0.468566895	-4.640713171063240978e-26	-2.437288738317092291e-25
-0.468505860	-4.369504862528117263e-26	-2.459240553347235645e-25
-0.468444825	-4.093672752147754668e-26	-2.480919331329043107e-25
-0.468383789	-3.813235942975304657e-26	-2.502317340757471089e-25
-0.468322754	-3.528214228624006822e-26	-2.523426832769969837e-25
-0.468261719	-3.238628195170083003e-26	-2.544240035877745104e-25
-0.468200684	-2.944499102309076615e-26	-2.564749154705957891e-25
-0.468139649	-2.645849048653776994e-26	-2.584946366465988305e-25
-0.468078614	-2.342700924176505175e-26	-2.604823814871559388e-25
-0.468017579	-2.035078456437030902e-26	-2.624373610713244833e-25
-0.467956543	-1.723006261201483362e-26	-2.643587826416991298e-25
-0.467895508	-1.406509855706710941e-26	-2.662458495285273435e-25
-0.467834473	-1.085615738126807684e-26	-2.680977606539333047e-25
-0.467773438	-7.603513880129559587e-27	-2.699137106589407726e-25
-0.467712403	-4.307453851550228959e-27	-2.716928894256790341e-25
-0.467651368	-9.682738847314892078e-28	-2.734344820795201450e-25
-0.467590332	2.413717630772895106e-27	-2.751376689377731479e-25
-0.467529297	5.838199874744178674e-27	-2.768016252337607422e-25
-0.467468262	9.304839170083905328e-27	-2.784255212796221752e-25
-0.467407227	1.281328856055650578e-26	-2.800085225417754335e-25
-0.467346192	1.636318643091088272e-26	-2.815497894267688508e-25
-0.467285157	1.995415678436776401e-26	-2.830484776344353803e-25
-0.467224121	2.358580745386558543e-26	-2.845037383300224831e-25
-0.467163086	2.725773082382260441e-26	-2.859147181705287110e-25
-0.467102051	3.096950158987970021e-26	-2.872805597398216199e-25
-0.467041016	3.472067738065023297e-26	-2.886004018086416908e-25
-0.466979981	3.851079721399792910e-26	-2.898733797746179217e-25
-0.466918946	4.233938126295627731e-26	-2.910986259144310188e-25
-0.466857911	4.620593012689207554e-26	-2.922752700882189263e-25
-0.466796875	5.010992375944171455e-26	-2.934024400691015977e-25
-0.466735840	5.405082171602945585e-26	-2.944792622772836454e-25
-0.466674805	5.802806139753068353e-26	-2.955048623825186602e-25
-0.466613770	6.204105861941028086e-26	-2.964783659659935749e-25
-0.466552735	6.608920606739772759e-26	-2.973988992358246635e-25
-0.466491700	7.017187347895011432e-26	-2.982655898797144904e-25
-0.466430664	7.428840664978038284e-26	-2.990775679228732841e-25
-0.466369629	7.843812772171006383e-26	-2.998339663808680662e-25
-0.466308594	8.262033370278812559e-26	-3.005339225559537348e-25
-0.466247559	8.683429695186926912e-26	-3.011765787002033611e-25
-0.466186524	9.107926478106009713e-26	-3.017610830884440099e-25
-0.466125489	9.535445883412559914e-26	-3.022865910347034908e-25
-0.466064454	9.965907519859642658e-26	-3.027522660457815556e-25
-0.466003418	1.039922843685273950e-25	-3.031572807763510886e-25
-0.465942383	1.083532306289036168e-25	-3.035008182320899830e-25
-0.465881348	1.127410326661037487e-25	-3.037820728427047101e-25
-0.465820313	1.171547833703054414e-25	-3.040002515373974021e-25
-0.465759278	1.215935500064839518e-25	-3.041545751480803659e-25
-0.465698243	1.260563740643910077e-25	-3.042442791885183976e-25
-0.465637207	1.305422721326401244e-25	-3.042686153394815889e-25
-0.465576172	1.350502357400113318e-25	-3.042268524571586765e-25
-0.465515137	1.395792319625315121e-25	-3.041182777534294561e-25
-0.465454102	1.441282037001568650e-25	-3.039421978633160036e-25
-0.465393067	1.486960704539469803e-25	-3.036979401115160326e-25
-0.465332032	1.532817288581438371e-25	-3.033848534283542458e-25
-0.465270996	1.578840531834231149e-25	-3.030023096111833740e-25
-0.465209961	1.625018960335866436e-25	-3.025497043192195553e-25
-0.465148926	1.671340897252591105e-25	-3.020264578452237035e-25
-0.465087891	1.717794462100354138e-25	-3.014320164939819219e-25
-0.465026856	1.764367588254914457e-25	-3.007658531723801582e-25
-0.464965821	1.811048027060208140e-25	-3.000274684973533176e-25
-0.464904786	1.857823361466834517e-25	-2.992163914103608388e-25
-0.464843750	1.904681015261821768e-25	-2.983321801706347873e-25
-0.464782715	1.951608265227988928e-25	-2.973744229333607119e-25
-0.464721680	1.998592251281981537e-25	-2.963427384179831462e-25
-0.464660645	2.045619990110459317e-25	-2.952367766474246907e-25
-0.464599610	2.092678388326855951e-25	-2.940562190918821240e-25
-0.464538575	2.139754250929737079e-25	-2.928007795564189990e-25
-0.464477539	2.186834302666416921e-25	-2.914702044513150173e-25
-0.464416504	2.233905189701779829e-25	-2.900642726636678370e-25
-0.464355469	2.280953505433894647e-25	-2.885827966763316815e-25
-0.464294434	2.327965795206730905e-25	-2.870256216991024852e-25
-0.464233399	2.374928574172790508e-25	-2.853926263859932505e-25
-0.464172364	2.421828338908155487e-25	-2.836837227874404223e-25
-0.464111329	2.468651582260411064e-25	-2.818988559464414055e-25
-0.464050293	2.515384808359706218e-25	-2.800380040664488626e-25
-0.463989258	2.562014540129323667e-25	-2.781011779568487939e-25
-0.463928223	2.608527344231791398e-25	-2.760884210208900011e-25
-0.463867188	2.654909828149153517e-25	-2.739998085817187642e-25
-0.463806153	2.701148668320019967e-25	-2.718354475777189901e-25
-0.463745118	2.747230612301324056e-25	-2.695954759008095917e-25
-0.463684082	2.793142496936924776e-25	-2.672800618879390388e-25
-0.463623047	2.838871252949986344e-25	-2.648894033331100914e-25
-0.463562012	2.884403926329269473e-25	-2.624237272632377300e-25
-0.463500977	2.929727677344726025e-25	-2.598832884302042941e-25
-0.463439942	2.974829799726505304e-25	-2.572683690555100580e-25
-0.463378907	3.019697727624845342e-25	-2.545792773762614736e-25
-0.463317871	3.064319035579830556e-25	-2.518163469827623788e-25
-0.463256836	3.108681464719480515e-25	-2.489799356333006965e-25
-0.463195801	3.152772913524358275e-25	-2.460704243523371326e-25
-0.463134766	3.196581449335462161e-25	-2.430882157354465464e-25
-0.463073731	3.240095318850229982e-25	-2.400337336241540806e-25
-0.463012696	3.283302947707202441e-25	-2.369074212644219668e-25
-0.462951661	3.326192945979789191e-25	-2.337097402849580946e-25
-0.462890625	3.368754113133563155e-25	-2.304411696414065472e-25
-0.462829590	3.410975439238602494e-25	-2.271022040893360369e-25
-0.462768555	3.452846103768597767e-25	-2.236933532650993828e-25
-0.462707520	3.494355484212057027e-25	-2.202151399892967892e-25
-0.462646485	3.535493144533988468e-25	-2.166680995158020956e-25
-0.462585450	3.576248846951525750e-25	-2.130527779833776951e-25
-0.462524414	3.616612540083862197e-25	-2.093697313248084297e-25
-0.462463379	3.656574361307082821e-25	-2.056195240544768347e-25
-0.462402344	3.696124628985965459e-25	-2.018027282096369323e-25
-0.462341309	3.735253846110326633e-25	-1.979199218325229882e-25
-0.462280274	3.773952685647337511e-25	-1.939716886872552075e-25
-0.462219239	3.812211991623668859e-25	-1.899586164154744732e-25
-0.462158204	3.850022769573789445e-25	-1.858812956764247442e-25
-0.462097168	3.887376179420267672e-25	-1.817403201585188411e-25
-0.462036133	3.924263529796920441e-25	-1.775362841085855357e-25
-0.461975098	3.960676264138644363e-25	-1.732697831663146030e-25
-0.461914063	3.996605960009973851e-25	-1.689414122762024441e-25
-0.461853028	4.032044312980675417e-25	-1.645517663943509639e-25
-0.461791993	4.066983126082815063e-25	-1.601014383356295651e-25
-0.461730957	4.101414305350447819e-25	-1.555910198310682470e-25
-0.461669922	4.135329844175834033e-25	-1.510211000634722709e-25
-0.461608887	4.168721813896281730e-25	-1.463922657519903232e-25
-0.461547852	4.201582352640707230e-25	-1.417051012595206508e-25
-0.461486817	4.233903652260607889e-25	-1.369601874959370647e-25
-0.461425782	4.265677949093234577e-25	-1.321581030556805771e-25
-0.461364746	4.296897511772748409e-25	-1.272994233530140542e-25
-0.461303711	4.327554629238585939e-25	-1.223847211181461038e-25
-0.461242676	4.357641598762247473e-25	-1.174145670240261298e-25
-0.461181641	4.387150715708382200e-25	-1.123895291938621580e-25
-0.461120606	4.416074263543443442e-25	-1.073101742006041469e-25
-0.461059571	4.444404500442974794e-25	-1.021770676556749974e-25
-0.460998536	4.472133649695945038e-25	-9.699077427757614482e-26
-0.460937500	4.499253892189092775e-25	-9.175185950182659955e-26
-0.460876465	4.525757354130328822e-25	-8.646088929081943458e-26
-0.460815430	4.551636099523561175e-25	-8.111843139526521840e-26
-0.460754395	4.576882121418221387e-25	-7.572505663667026472e-26
-0.460693360	4.601487335183223648e-25	-7.028133935448334191e-26
-0.460632325	4.625443570259914984e-25	-6.478785882477363189e-26
-0.460571289	4.648742564948890975e-25	-5.924520052887432975e-26
-0.460510254	4.671375962777287506e-25	-5.365395694096770446e-26
-0.460449219	4.693335303693181964e-25	-4.801472940614896493e-26
-0.460388184	4.714612025252643258e-25	-4.232812838902038504e-26
-0.460327149	4.735197457338458855e-25	-3.659477689020071232e-26
-0.460266114	4.755082822653900266e-25	-3.081530884939553848e-26
-0.460205079	4.774259233978353324e-25	-2.499037355326396414e-26
-0.460144043	4.792717697252336066e-25	-1.912063505317107819e-26
-0.460083008	4.810449109361717597e-25	-1.320677489672249631e-26
-0.460021973	4.827444266725871550e-25	-7.249492364637801445e-27
-0.459960938	4.843693862540828678e-25	-1.249507343313214895e-27
-0.459899903	4.859188496093321951e-25	4.792439241494019819e-27
-0.459838868	4.873918677764649276e-25	1.087558382179283566e-26
-0.459777832	4.887874835135287497e-25	1.699913817750210913e-26
-0.459716797	4.901047323074757337e-25	2.316228860981181933e-26
-0.459655762	4.913426429376913925e-25	2.936419443326888340e-26
-0.459594727	4.925002390026882642e-25	3.560398637359520962e-26
-0.459533692	4.935765395725590914e-25	4.188076547858312554e-26
-0.459472657	4.945705608302157182e-25	4.819360256687635947e-26
-0.459411621	4.954813170644058505e-25	5.454153516468040923e-26
-0.459350586	4.963078223441424943e-25	6.092356927776008933e-26
-0.459289551	4.970490918266337246e-25	6.733867552354298920e-26
-0.459228516	4.977041435664440720e-25	7.378578996320692477e-26
-0.459167481	4.982720000688057066e-25	8.026381301458138526e-26
-0.459106446	4.987516899109530922e-25	8.677160821765312350e-26
-0.459045411	4.991422498085176185e-25	9.330800182061974622e-26
-0.458984375	4.994427264139704067e-25	9.987178275810124903e-26
-0.458923340	4.996521780109581029e-25	1.064617014462749634e-25
-0.458862305	4.997696768890737580e-25	1.130764698202480235e-25
-0.458801270	4.997943110504705675e-25	1.197147618856676523e-25
-0.458740235	4.997251863421512261e-25	1.263752118720108813e-25
-0.458679200	4.995614285604146890e-25	1.330564164066439611e-25
-0.458618164	4.993021855260693995e-25	1.397569331644775646e-25
-0.458557129	4.989466292004054963e-25	1.464752819318129834e-25
-0.458496094	4.984939576136149695e-25	1.532099445481502899e-25
-0.458435059	4.979433972487150505e-25	1.599593665727582642e-25
-0.458374024	4.972942048226185900e-25	1.667219564854995906e-25
-0.458312989	4.965456694020788986e-25	1.734960875957914389e-25
-0.458251954	4.956971146631599685e-25	1.802800985226088942e-25
-0.458190918	4.947479003361683643e-25	1.870722948841637248e-25
-0.458129883	4.936974247250075207e-25	1.938709496591154753e-25
-0.458068848	4.925451260779515523e-25	2.006743050646569312e-25
-0.458007813	4.912904845905608939e-25	2.074805742803517659e-25
-0.457946778	4.899330240721659482e-25	2.142879418318823168e-25
-0.457885743	4.884723137011787087e-25	2.210945671821932756e-25
-0.457824707	4.869079692464215636e-25	2.278985845517587175e-25
-0.457763672	4.852396548499466810e-25	2.346981061122620163e-25
-0.457702637	4.834670843334148594e-25	2.414912233218168734e-25
-0.457641602	4.815900220841748123e-25	2.482760095640352000e-25
-0.457580567	4.796082846008706401e-25	2.550505212894301117e-25
-0.457519532	4.775217411936800492e-25	2.618128013737804676e-25
-0.457458496	4.753303151062955168e-25	2.685608810200859645e-25
-0.457397461	4.730339840488610114e-25	2.752927811375287234e-25
-0.457336426	4.706327808172793546e-25	2.820065166392617815e-25
-0.457275391	4.681267939312160968e-25	2.887000968288056107e-25
-0.457214356	4.655161678552040349e-25	2.953715295483361822e-25
-0.457153321	4.628011031071207697e-25	3.020188222879584855e-25
-0.457092286	4.599818565450156645e-25	3.086399857237700834e-25
-0.457031250	4.570587410569330686e-25	3.152330356188498210e-25
-0.456970215	4.540321253011535967e-25	3.217959954919151974e-25
-0.456909180	4.509024336385323060e-25	3.283268996273756683e-25
-0.456848145	4.476701451192642595e-25	3.348237937763212999e-25
-0.456787110	4.443357932900504636e-25	3.412847401148797598e-25
-0.456726075	4.408999649371072280e-25	3.477078180043769686e-25
-0.456665039	4.373632996540304739e-25	3.540911258617078548e-25
-0.456604004	4.337264880981044232e-25	3.604327852258439913e-25
-0.456542969	4.299902715925338715e-25	3.667309414777667641e-25
-0.456481934	4.261554398918368657e-25	3.729837665236840672e-25
-0.456420899	4.222228304373961419e-25	3.791894610627115823e-25
-0.456359864	4.181933264715527435e-25	3.853462557722898174e-25
-0.456298829	4.140678552790424110e-25	3.914524140782138146e-25
-0.456237793	4.098473865332316106e-25	3.975062332549871015e-25
-0.456176758	4.055329304563798860e-25	4.035060464223967798e-25
-0.456115723	4.011255356362682483e-25	4.094502240606248159e-25
-0.456054688	3.966262870815141277e-25	4.153371748481439503e-25
-0.455993653	3.920363041703065478e-25	4.211653480569795571e-25
-0.455932618	3.873567382429954401e-25	4.269332333165451603e-25
-0.455871582	3.825887705583399262e-25	4.326393630917114427e-25
-0.455810547	3.777336098073528270e-25	4.382823114475041194e-25
-0.455749512	3.727924898113320038e-25	4.438606976327932495e-25
-0.455688477	3.677666672985035735e-25	4.493731838499145715e-25
-0.455627442	3.626574193689737961e-25	4.548184774506974679e-25
-0.455566407	3.574660408864383431e-25	4.601953305554360937e-25
-0.455505371	3.521938426175936303e-25	4.655025398333653476e-25
-0.455444336	3.468421481951379699e-25	4.707389476692852910e-25
-0.455383301	3.414122924728459385e-25	4.759034402860625812e-25
-0.455322266	3.359056182987206253e-25	4.809949488738463444e-25
-0.455261231	3.303234749430872295e-25	4.860124481991838624e-25
-0.455200196	3.246672155686890677e-25	4.909549563634356367e-25
-0.455139161	3.189381950023890288e-25	4.958215344435285192e-25
-0.455078125	3.131377674207487565e-25	5.006112842898256460e-25
-0.455017090	3.072672848160030117e-25	5.053233492045711751e-25
-0.454956055	3.013280944315352124e-25	5.099569111955368252e-25
-0.454895020	2.953215373910958194e-25	5.145111910207239972e-25
-0.454833985	2.892489462530535446e-25	5.189854458596933023e-25
-0.454772950	2.831116441805192986e-25	5.233789681437088185e-25
-0.454711914	2.769109425768460079e-25	5.276910840933916190e-25
-0.454650879	2.706481403149431108e-25	5.319211525804544293e-25
-0.454589844	2.643245216175100738e-25	5.360685610754834099e-25
-0.454528809	2.579413559303977686e-25	5.401327272408627652e-25
-0.454467774	2.514998958126185193e-25	5.441130941066131514e-25
-0.454406739	2.450013765970857143e-25	5.480091294863295842e-25
-0.454345704	2.384470156810638804e-25	5.518203241510070671e-25
-0.454284668	2.318380114260318770e-25	5.555461884149817268e-25
-0.454223633	2.251755432982449747e-25	5.591862516150169207e-25
-0.454162598	2.184607710609664994e-25	5.627400593050508036e-25
-0.454101563	2.116948346952526915e-25	5.662071713062779424e-25
-0.454040528	2.048788546207813271e-25	5.695871588655977095e-25
-0.453979493	1.980139315023228049e-25	5.728796040717148312e-25
-0.453918457	1.911011469357927897e-25	5.760840961977143458e-25
-0.453857422	1.841415631323581710e-25	5.792002309251783026e-25
-0.453796387	1.771362244969073854e-25	5.822276074856347626e-25
-0.453735352	1.700861575160338857e-25	5.851658269251902734e-25
-0.453674317	1.629923719563340728e-25	5.880144910622924973e-25
-0.453613282	1.558558618959853215e-25	5.907731991974148101e-25
-0.453552246	1.486776067974120346e-25	5.934415474318115912e-25
-0.453491211	1.414585724414314198e-25	5.960191267100145920e-25
-0.453430176	1.341997129627859302e-25	5.985055216388211093e-25
-0.453369141	1.269019716255105192e-25	6.009003082678647743e-25
-0.453308106	1.195662827646836825e-25	6.032030536697325519e-25
-0.453247071	1.121935735176147918e-25	6.054133137077762740e-25
-0.453186036	1.047847651138423864e-25	6.075306336477150031e-25
-0.453125000	9.734077563991309470e-26	6.095545446774741715e-25
-0.453063965	8.986252075321725861e-26	6.114845658094160903e-25
-0.453002930	8.235091667843504006e-26	6.133202012349976358e-25
-0.452941895	7.480688162401991323e-26	6.150609408382427124e-25
-0.452880860	6.723133830064608732e-26	6.167062593777156420e-25
-0.452819825	5.962521545013067383e-26	6.182556164063058886e-25
-0.452758789	5.198945052435820914e-26	6.197084563037074266e-25
-0.452697754	4.432499141242291565e-26	6.210642082552791278e-25
-0.452636719	3.663279906412185846e-26	6.223222862116996828e-25
-0.452575684	2.891384888789204678e-26	6.234820900464572362e-25
-0.452514649	2.116913348688666255e-26	6.245430055559481088e-25
-0.452453614	1.339966462424026858e-26	6.255044050733665091e-25
-0.452392579	5.606474853805075913e-27	6.263656486492640702e-25
-0.452331543	-2.209380096510364684e-27	6.271260851402997893e-25
-0.452270508	-1.004681932273684073e-26	6.277850531492592582e-25
-0.452209473	-1.790473552990427764e-26	6.283418822886437749e-25
-0.452148438	-2.578199235095323751e-26	6.287958947888895118e-25
-0.452087403	-3.367742352888912335e-26	6.291464073157305464e-25
-0.452026368	-4.158983057699161150e-26	6.293927316222510883e-25
-0.451965332	-4.951798232248257037e-26	6.295341781807763953e-25
